epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,7172.33,1.0399,1.26383,1.35752,0.76963,0.69888,0.77874,0.5683,0.99043,0.93639,1.28112,0.0077428,0.0077428,0.0077428
116,7234.56,1.04773,1.27727,1.36433,0.77289,0.69727,0.77858,0.56898,0.98986,0.93492,1.2805,0.007723,0.007723,0.007723
117,7296.49,1.04126,1.264,1.35537,0.77318,0.69828,0.77867,0.5692,0.98923,0.93368,1.27967,0.0077032,0.0077032,0.0077032
118,7358.1,1.03988,1.26685,1.35236,0.77324,0.69919,0.77913,0.57008,0.98874,0.9327,1.27912,0.0076834,0.0076834,0.0076834
119,7419.72,1.03792,1.25926,1.35459,0.77466,0.69881,0.7795,0.57064,0.98803,0.93167,1.27815,0.0076636,0.0076636,0.0076636
120,7481.41,1.03863,1.25513,1.35346,0.77424,0.69962,0.77955,0.57107,0.9874,0.93022,1.27728,0.0076438,0.0076438,0.0076438
121,7543.06,1.0348,1.26161,1.35085,0.77509,0.69969,0.7802,0.5714,0.98689,0.92921,1.27662,0.007624,0.007624,0.007624
122,7604.67,1.03731,1.25232,1.3508,0.77593,0.69798,0.78059,0.57221,0.98636,0.92825,1.2758,0.0076042,0.0076042,0.0076042
123,7666.33,1.02972,1.24897,1.34734,0.77829,0.69813,0.78115,0.57235,0.98608,0.92702,1.27525,0.0075844,0.0075844,0.0075844
124,7728.03,1.03407,1.24098,1.34758,0.78351,0.69366,0.78169,0.57272,0.98538,0.92601,1.27443,0.0075646,0.0075646,0.0075646
125,7789.7,1.03923,1.24941,1.35017,0.78463,0.6949,0.78212,0.5731,0.98488,0.92464,1.27381,0.0075448,0.0075448,0.0075448
126,7851.36,1.03918,1.24631,1.35038,0.78433,0.6965,0.7824,0.57332,0.98432,0.92374,1.27311,0.007525,0.007525,0.007525
127,7913.05,1.04024,1.25357,1.34907,0.78296,0.69716,0.78277,0.5739,0.98374,0.92263,1.27233,0.0075052,0.0075052,0.0075052
128,7974.73,1.0312,1.23736,1.34555,0.78582,0.69639,0.78321,0.57449,0.98324,0.92192,1.27172,0.0074854,0.0074854,0.0074854
129,8036.65,1.02409,1.23625,1.34114,0.78316,0.69754,0.7835,0.57503,0.98286,0.92099,1.27109,0.0074656,0.0074656,0.0074656
130,8098.27,1.02497,1.22851,1.3379,0.78409,0.69697,0.78395,0.57549,0.98237,0.9202,1.27054,0.0074458,0.0074458,0.0074458
131,8160.13,1.01788,1.22807,1.33834,0.78371,0.69798,0.78433,0.57633,0.98194,0.9191,1.26987,0.007426,0.007426,0.007426
132,8221.84,1.03131,1.24039,1.34455,0.78701,0.69729,0.78468,0.57663,0.98148,0.91803,1.26931,0.0074062,0.0074062,0.0074062
133,8283.5,1.01773,1.2337,1.33496,0.78929,0.69746,0.7848,0.57707,0.98068,0.91682,1.26821,0.0073864,0.0073864,0.0073864
134,8345.18,1.02755,1.23507,1.33901,0.7896,0.698,0.78512,0.57756,0.98017,0.91613,1.26754,0.0073666,0.0073666,0.0073666
