epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,3693.48,1.13905,1.49913,1.46425,0.74823,0.67047,0.74863,0.52696,1.043,1.03837,1.35809,0.008911,0.008911,0.008911
57,3759.06,1.1287,1.49051,1.4581,0.75339,0.67113,0.75007,0.52896,1.04072,1.03312,1.35537,0.0088912,0.0088912,0.0088912
58,3824.64,1.12713,1.48215,1.45273,0.7438,0.675,0.75078,0.53094,1.03831,1.02923,1.35263,0.0088714,0.0088714,0.0088714
59,3890.2,1.11791,1.47059,1.45136,0.74954,0.67407,0.75193,0.53278,1.03701,1.02685,1.35087,0.0088516,0.0088516,0.0088516
60,3955.79,1.1244,1.47237,1.45442,0.74962,0.67443,0.75312,0.53342,1.03515,1.0234,1.34834,0.0088318,0.0088318,0.0088318
61,4021.32,1.12243,1.45521,1.45603,0.75088,0.67744,0.75435,0.53498,1.03425,1.0191,1.34737,0.008812,0.008812,0.008812
62,4086.88,1.10772,1.45364,1.44486,0.75823,0.67467,0.75601,0.53602,1.03285,1.0155,1.34514,0.0087922,0.0087922,0.0087922
63,4152.38,1.10968,1.44837,1.43747,0.75586,0.67609,0.75674,0.53704,1.0311,1.01329,1.34301,0.0087724,0.0087724,0.0087724
64,4217.91,1.1168,1.46383,1.44447,0.75635,0.67699,0.75738,0.53803,1.02966,1.01037,1.34131,0.0087526,0.0087526,0.0087526
65,4283.39,1.1009,1.43025,1.43227,0.75658,0.68003,0.75866,0.53952,1.0281,1.00776,1.33922,0.0087328,0.0087328,0.0087328
66,4348.96,1.09581,1.43554,1.43074,0.75287,0.68324,0.75929,0.54056,1.02654,1.00531,1.33722,0.008713,0.008713,0.008713
67,4414.72,1.10508,1.42597,1.43655,0.75163,0.68774,0.76053,0.54188,1.02491,1.0031,1.33561,0.0086932,0.0086932,0.0086932
68,4480.28,1.10394,1.41653,1.43041,0.75809,0.68452,0.76107,0.54275,1.02396,1.00046,1.33432,0.0086734,0.0086734,0.0086734
69,4545.82,1.10639,1.40607,1.43072,0.75756,0.68621,0.76145,0.54347,1.02273,0.99782,1.33306,0.0086536,0.0086536,0.0086536
70,4611.33,1.10244,1.41422,1.42799,0.75756,0.68762,0.76262,0.54403,1.0215,0.99579,1.33169,0.0086338,0.0086338,0.0086338
71,4676.84,1.11219,1.42705,1.43596,0.75837,0.68844,0.76319,0.54459,1.02083,0.99422,1.33049,0.008614,0.008614,0.008614
72,4742.38,1.10072,1.40222,1.4276,0.76291,0.68594,0.76339,0.54512,1.02013,0.99253,1.32941,0.0085942,0.0085942,0.0085942
73,4807.89,1.0838,1.39741,1.41529,0.76162,0.68592,0.76335,0.546,1.01922,0.99057,1.32851,0.0085744,0.0085744,0.0085744
74,4873.42,1.09272,1.39177,1.41726,0.76442,0.68555,0.76412,0.54625,1.01856,0.98875,1.32745,0.0085546,0.0085546,0.0085546
75,4939,1.08861,1.39047,1.41491,0.76247,0.68642,0.76473,0.54709,1.0178,0.98739,1.32641,0.0085348,0.0085348,0.0085348
76,5004.55,1.08912,1.39676,1.41853,0.76076,0.68752,0.76509,0.54732,1.01709,0.98584,1.32544,0.008515,0.008515,0.008515
77,5070.04,1.08666,1.38645,1.41586,0.76064,0.68688,0.76496,0.5477,1.01666,0.98449,1.32471,0.0084952,0.0084952,0.0084952
78,5135.58,1.09347,1.38392,1.41831,0.76763,0.68466,0.7654,0.54839,1.01588,0.98306,1.32385,0.0084754,0.0084754,0.0084754
79,5201.09,1.08378,1.36464,1.41066,0.76951,0.68502,0.76613,0.54882,1.01517,0.98118,1.32292,0.0084556,0.0084556,0.0084556
80,5266.7,1.0855,1.37943,1.41118,0.76937,0.6841,0.76657,0.5495,1.01464,0.97962,1.32207,0.0084358,0.0084358,0.0084358
81,5332.22,1.07594,1.36071,1.40405,0.7646,0.68797,0.76703,0.55005,1.01386,0.97807,1.32131,0.008416,0.008416,0.008416
82,5397.79,1.09025,1.36495,1.40895,0.76848,0.68573,0.76711,0.5503,1.0131,0.9768,1.32035,0.0083962,0.0083962,0.0083962
83,5463.33,1.08132,1.36269,1.40606,0.77298,0.68489,0.76773,0.55109,1.01252,0.97533,1.31958,0.0083764,0.0083764,0.0083764
84,5528.85,1.07883,1.36459,1.40484,0.77465,0.68389,0.76798,0.55143,1.01194,0.97396,1.31872,0.0083566,0.0083566,0.0083566
85,5594.39,1.07482,1.36145,1.3996,0.7715,0.68615,0.76794,0.5521,1.01124,0.97241,1.31767,0.0083368,0.0083368,0.0083368
86,5660.08,1.07268,1.35982,1.40299,0.77166,0.68676,0.76828,0.55254,1.01059,0.97079,1.31684,0.008317,0.008317,0.008317
87,5725.57,1.07483,1.34507,1.40195,0.77287,0.68747,0.76899,0.5532,1.00991,0.96925,1.3159,0.0082972,0.0082972,0.0082972
